2.000000 0.260000 0.180000 
2.000000 0.260000 0.180000 
2.000000 0.262145 0.181485 
1.731823 0.264867 0.206766 
1.005822 0.251456 0.209546 
0.868732 0.233075 0.233075 
0.805166 0.233075 0.254263 
0.800534 0.210667 0.273867 
0.871342 0.186716 0.269701 
1.143395 0.163342 0.285849 
2.000000 0.160880 0.281540 
2.000000 0.140005 0.300010 
2.000000 0.141012 0.302169 
1.444487 0.165084 0.309533 
0.941838 0.192649 0.299676 
0.710760 0.222113 0.288746 
0.547952 0.251145 0.273976 
0.507477 0.276806 0.253739 
0.479408 0.296777 0.228290 
0.532641 0.310707 0.199740 
0.598258 0.299129 0.170931 
0.827167 0.310188 0.144754 
1.753607 0.322502 0.120938 
2.000000 0.320168 0.120063 
2.000000 0.325833 0.122187 
1.127013 0.340230 0.148851 
0.706365 0.341790 0.182288 
0.494057 0.345840 0.247029 
0.420640 0.341770 0.289190 
0.354814 0.327521 0.327521 
0.327521 0.327521 0.354814 
0.321087 0.294330 0.374602 
0.329719 0.253630 0.355082 
0.358933 0.215360 0.358933 
0.425425 0.179126 0.335862 
0.572980 0.148550 0.339544 
1.058683 0.122156 0.325749 
2.000000 0.100048 0.340164 
2.000000 0.100799 0.342717 
1.437207 0.124974 0.354094 
0.884293 0.154751 0.353717 
0.580493 0.193498 0.386995 
0.438182 0.273864 0.410796 
0.342609 0.342609 0.421672 
0.300553 0.400737 0.400737 
0.275507 0.450829 0.375691 
0.289122 0.420541 0.315406 
0.281503 0.394104 0.281503 
0.311325 0.389157 0.233494 
0.355432 0.355432 0.189564 
0.462771 0.330551 0.154257 
0.668346 0.334173 0.125315 
1.453264 0.343132 0.121105 
2.000000 0.340081 0.100024 
2.000000 0.345518 0.101623 
1.207536 0.360142 0.127109 
0.749264 0.363279 0.158935 
0.502532 0.376899 0.226140 
0.418203 0.418203 0.278802 
0.336694 0.440292 0.362594 
0.296226 0.419654 0.419654 
0.271541 0.394969 0.469025 
0.284215 0.335890 0.439241 
0.278113 0.278113 0.417170 
0.311521 0.233641 0.389401 
0.355586 0.189646 0.355586 
0.440862 0.154302 0.352689 
0.706922 0.124751 0.332669 
1.732414 0.120866 0.342454 
2.000000 0.100070 0.340237 
2.000000 0.101919 0.346525 
1.129012 0.127813 0.362136 
0.732718 0.160282 0.366359 
0.508557 0.228851 0.381418 
0.396881 0.310424 0.395085 
0.344449 0.344449 0.423937 
0.301892 0.402523 0.402523 
0.276734 0.452838 0.377365 
0.290647 0.422759 0.317069 
0.279688 0.419532 0.279688 
0.304316 0.380395 0.228237 
0.373188 0.349864 0.186594 
0.479728 0.348893 0.152641 
0.743642 0.330508 0.123940 
1.868560 0.341565 0.100460 
1.823428 0.340640 0.100188 
1.802827 0.348273 0.102433 
1.031891 0.365462 0.128986 
0.696453 0.371442 0.162506 
0.492564 0.388866 0.233320 
0.373775 0.400473 0.436078 
0.271896 0.436078 0.469638 
0.252185 0.353060 0.479152 
0.274841 0.274841 0.412261 
0.288866 0.236345 0.393908 
0.358411 0.191152 0.382305 
0.417304 0.153744 0.351414 
0.726106 0.124475 0.331934 
1.408809 0.100629 0.342139 
1.361390 0.100102 0.340347 
1.327055 0.102081 0.347076 
1.345975 0.128188 0.363200 
1.402966 0.160996 0.367991 
0.511747 0.230286 0.383810 
0.391721 0.279800 0.419701 
0.329770 0.380503 0.431237 
0.295298 0.418338 0.418338 
0.270689 0.467555 0.393730 
0.283165 0.437618 0.334649 
0.276819 0.415228 0.276819 
0.286840 0.391145 0.234687 
0.356682 0.356682 0.190230 
1.126507 0.353414 0.154619 
1.020085 0.333089 0.124908 
0.927140 0.342639 0.100776 
0.880476 0.340184 0.100054 
0.835022 0.346229 0.101832 
0.829452 0.361556 0.127608 
0.730931 0.365466 1.598912 
0.723112 0.319020 2.000000 
0.651725 0.285130 2.000000 
0.580314 0.260141 2.000000 
0.544191 0.262018 0.906985 
0.520452 0.291453 0.478816 
0.506339 0.308206 0.352236 
0.470219 0.335871 0.425436 
0.465811 0.372649 0.395939 
0.424018 0.400461 0.471131 
0.415745 0.440201 0.464656 
0.396828 0.471234 0.496036 
0.377595 0.503460 0.503460 
0.352422 0.478287 0.553806 
0.343739 0.370181 0.528830 
0.349178 0.322318 0.510337 
0.430507 0.263088 0.454424 
0.571391 0.197789 0.439532 
0.871646 0.166028 0.415070 
2.000000 0.140902 0.422706 
2.000000 0.140135 0.420404 
2.000000 0.142875 0.428625 
1.323953 0.170833 2.000000 
0.873324 0.206840 1.654718 
0.639010 0.281164 1.329141 
0.488177 0.379693 1.193321 
0.383685 0.527567 1.079115 
0.329649 0.813134 0.988946 
0.271066 1.313626 0.938304 
0.287888 0.885811 1.018682 
0.254349 1.186962 0.975005 
0.249952 0.840749 1.045255 
0.211958 1.229354 0.975005 
0.227229 0.863472 1.067978 
0.190762 1.292941 0.996200 
0.204506 0.908917 1.067978 
0.171437 1.285776 1.007191 
0.184839 0.901090 0.369678 
0.206017 0.721060 0.283274 
0.268930 0.591646 0.215144 
0.309851 0.524363 0.166843 
0.415811 0.503351 0.131309 
0.683134 0.476124 0.103505 
1.689110 0.482603 0.100542 
2.000000 0.480679 0.080113 
2.000000 0.490808 0.081801 
1.457212 0.492881 0.107148 
0.970404 0.531412 0.138629 
0.721060 0.566547 0.206017 
0.564753 0.618539 0.295823 
0.429025 0.715041 0.452859 
0.372042 0.919162 0.722199 
0.310515 1.449072 1.304164 
0.282972 1.414860 2.000000 
0.272336 1.131243 1.194090 
0.277026 0.895006 1.086793 
0.259035 0.470972 0.999991 
0.290902 0.470972 0.730007 
0.290902 0.261605 0.523209 
0.397225 0.210295 0.467323 
0.561379 0.172732 0.431830 
0.944722 0.143762 0.431286 
2.000000 0.120313 0.441149 
2.000000 0.120434 0.441590 
2.000000 0.144201 0.453202 
1.237204 0.151937 0.455812 
0.824201 0.211938 0.494521 
0.581804 0.290902 0.528912 
0.470888 0.392407 0.575530 
0.376285 0.564427 0.682016 
0.334792 0.691904 0.736543 
0.307235 0.855868 0.746141 
0.298247 0.734147 0.596494 
0.319946 0.590670 0.467614 
0.319394 0.558939 0.346010 
0.363993 0.493991 0.285995 
0.395474 0.465263 0.232632 
0.581243 0.430551 0.193748 
0.943124 0.430557 0.164022 
2.000000 0.420884 0.140295 
2.000000 0.421794 0.140598 
2.000000 0.433403 0.144468 
1.132229 0.457246 0.174189 
0.804362 0.473154 0.212919 
0.585555 0.505707 0.292778 
0.467991 0.545990 0.389993 
0.379689 0.616994 0.545802 
0.344010 0.688021 0.688021 
0.321076 0.596285 0.733889 
0.319794 0.467391 0.590389 
0.319194 0.372393 0.558590 
0.366698 0.288120 0.497662 
0.444349 0.233868 0.444349 
0.626527 0.194439 0.432087 
0.945044 0.164356 0.431433 
2.000000 0.140381 0.421142 
2.000000 0.140489 0.421466 
2.000000 0.144149 0.432447 
1.236445 0.173536 0.455532 
0.823455 0.211746 0.470546 
0.581071 0.290535 0.501834 
0.471469 0.392891 0.550047 
0.381627 0.524738 0.596293 
0.345497 0.667961 0.667961 
0.322464 0.714027 0.575828 
0.321668 0.593849 0.470131 
0.321651 0.562889 0.375260 
0.363697 0.493589 0.285762 
0.464992 0.441743 0.232496 
0.624055 0.430383 0.193672 
0.983912 0.430462 0.163985 
2.000000 0.420857 0.140286 
2.000000 0.421832 0.140611 
2.000000 0.433511 0.144504 
1.132708 0.457440 0.174263 
0.804861 0.473448 0.213051 
0.586060 0.506143 0.293030 
0.467611 0.545546 0.389675 
0.379476 0.616648 0.545496 
0.320924 0.641848 0.687694 
0.327878 0.562077 0.679176 
0.324367 0.449124 0.598832 
0.331318 0.358928 0.552197 
0.378438 0.277521 0.479355 
0.478180 0.227705 0.432639 
0.700414 0.191022 0.424493 
1.281701 0.162756 0.427234 
2.000000 0.140052 0.420155 
2.000000 0.141189 0.423567 
2.000000 0.166821 0.437906 
1.063094 0.199330 0.442956 
0.727534 0.242511 0.485023 
0.550906 0.330544 0.523361 
0.429833 0.429833 0.581538 
0.349139 0.605174 0.628450 
0.322346 0.667716 0.621667 
0.305956 0.658982 0.541307 
0.326435 0.577539 0.451987 
0.327941 0.546569 0.327941 
0.425837 0.505704 0.292776 
0.425837 0.473152 0.195962 
0.522566 0.412764 0.195962 
1.647004 0.421794 0.140598 
1.583326 0.420884 0.140295 
1.578710 0.430557 0.143519 
1.227072 0.452079 0.172221 
0.837476 0.465265 0.209369 
0.623991 0.493993 0.285996 
0.479088 0.532320 0.372624 
0.385835 0.602867 0.530523 
0.348716 0.627689 0.650937 
0.329153 0.564262 0.681816 
0.326001 0.451386 0.576771 
0.327366 0.354646 0.545610 
0.357262 0.280706 0.484856 
0.459111 0.229555 0.436155 
0.661469 0.192040 0.426755 
1.183329 0.163218 0.428447 
1.120980 0.140122 0.420367 
1.067081 0.140935 0.422806 
1.059033 0.145357 0.436072 
1.077863 0.175978 0.461941 
1.128612 0.240130 0.480260 
1.222746 0.326066 0.516270 
1.409036 0.435520 0.563614 
0.356927 0.571083 0.571083 
0.333132 0.618673 0.547288 
0.321697 0.593902 0.470172 
1.179525 0.562955 0.375304 
0.987056 0.519503 0.259752 
0.836912 0.488199 0.185981 
0.710089 0.473393 0.150625 
0.635422 0.471442 0.102487 
