-2.600000 -2.000000 1.570796 
-2.600000 -2.000000 1.570796 
-2.600000 -1.950000 1.634796 
-2.603198 -1.900102 1.698796 
-2.619121 -1.801430 1.827324 
-2.631808 -1.753066 1.873805 
-2.646727 -1.705344 1.907332 
-2.663238 -1.658149 1.907332 
-2.679749 -1.610954 1.890382 
-2.695458 -1.563485 1.839821 
-2.708747 -1.515284 1.773433 
-2.718810 -1.466307 1.675428 
-2.724032 -1.416580 1.578900 
-2.724437 -1.366582 1.450896 
-2.718457 -1.316941 1.321971 
-2.706143 -1.268481 1.206412 
-2.688325 -1.221764 1.120790 
-2.666576 -1.176742 1.067483 
-2.644970 -1.137501 1.049218 
-2.624668 -1.102172 1.067672 
-2.606374 -1.068933 1.122461 
-2.587620 -1.029944 1.211235 
-2.570088 -0.983305 1.313793 
-2.557379 -0.934947 1.446140 
-2.551162 -0.885335 1.603219 
-2.552783 -0.835361 1.760299 
-2.562202 -0.786256 1.917379 
-2.579186 -0.739229 2.070482 
-2.603144 -0.695343 2.198084 
-2.626273 -0.663439 2.277133 
-2.647084 -0.639046 2.319197 
-2.664423 -0.620374 2.319197 
-2.679905 -0.603702 2.297362 
-2.694592 -0.587177 2.233145 
-2.708719 -0.569062 2.151983 
-2.722935 -0.547420 2.037125 
-2.737567 -0.518352 1.911737 
-2.753382 -0.473777 1.758942 
-2.762734 -0.424659 1.601862 
-2.764287 -0.374683 1.444783 
-2.758003 -0.325080 1.287703 
-2.744036 -0.277070 1.130623 
-2.722732 -0.231836 0.973544 
-2.695710 -0.192105 0.818746 
-2.672608 -0.167408 0.709200 
-2.654196 -0.151609 0.645949 
-2.638182 -0.139536 0.645949 
-2.624167 -0.128971 0.706060 
-2.609776 -0.116700 0.790168 
-2.597003 -0.103805 0.880249 
-2.583543 -0.087514 1.004779 
-2.569845 -0.065954 1.137474 
-2.554612 -0.033030 1.278509 
-2.540205 0.014849 1.435588 
-2.533465 0.064393 1.592668 
-2.534559 0.114381 1.749748 
-2.543459 0.163582 1.906827 
-2.559946 0.210786 2.063907 
-2.583614 0.254829 2.220987 
-2.607981 0.286869 2.341594 
-2.630150 0.309696 2.453115 
-2.648428 0.324735 2.515274 
-2.664326 0.336237 2.515274 
-2.678224 0.346292 2.456029 
-2.692484 0.357955 2.373348 
-2.705292 0.370331 2.262103 
-2.718778 0.386627 2.137494 
-2.732499 0.408190 2.004742 
-2.746831 0.439117 1.847663 
-2.760498 0.487213 1.690583 
-2.766473 0.536855 1.533503 
-2.764609 0.586820 1.376424 
-2.754951 0.635878 1.219344 
-2.737738 0.682822 1.062265 
-2.713393 0.726495 0.905185 
-2.688163 0.758630 0.783131 
-2.667123 0.779575 0.715402 
-2.648671 0.795609 0.651812 
-2.632621 0.807856 0.651812 
-2.618571 0.818577 0.712190 
-2.604140 0.831036 0.796742 
-2.591579 0.843885 0.908617 
-2.579017 0.859998 1.030344 
-2.564961 0.883424 1.160960 
-2.549831 0.918252 1.317962 
-2.537323 0.966662 1.475041 
-2.532543 1.016433 1.632121 
-2.535607 1.066339 1.789200 
-2.546440 1.115151 1.946280 
-2.564777 1.161668 2.103360 
-2.590164 1.204743 2.260439 
-2.621977 1.243317 2.417519 
-2.651384 1.269322 2.541956 
-2.687894 1.294873 2.486625 
-2.699964 1.304144 2.385750 
-2.712687 1.316136 2.275814 
-2.724926 1.330520 2.149764 
-2.739065 1.352150 1.996842 
-2.752179 1.381044 1.839762 
-2.765465 1.429246 1.682682 
-2.771048 1.478933 1.525603 
-2.768789 1.528882 1.368523 
-2.758744 1.577863 1.211444 
-2.741161 1.624669 1.054364 
-2.716472 1.668148 0.897284 
-2.690790 1.700332 0.774465 
-2.669938 1.720733 0.662545 
-2.651822 1.734867 0.621958 
-2.635949 1.746245 0.621958 
-2.622077 1.756190 0.681017 
-2.607846 1.767722 0.763393 
-2.595071 1.779947 0.874120 
-2.583082 1.794277 0.999286 
-2.569198 1.815866 1.132448 
-2.547976 1.861139 1.289527 
-2.534097 1.909174 1.446607 
-2.527903 1.958789 1.603687 
-2.529548 2.008762 1.760766 
-2.538989 2.057862 1.917846 
